header,program_time,unixEpoch,latitude,longitude,altitude,groundSpeed,heading
241,103107,1685135855,35.1196684,138.6319815,9656,10,16744078
241,104123,1685135856,35.1196682,138.6319817,9632,21,16744078
241,104896,1685135857,35.119668,138.6319819,9607,10,16744078
241,106059,1685135858,35.1196679,138.6319819,9589,8,16744078
241,107074,1685135859,35.1196677,138.631982,9602,6,16744078
241,108093,1685135860,35.1196675,138.6319819,9643,5,16744078
241,109109,1685135861,35.1196673,138.6319819,9663,22,16744078
241,109896,1685135862,35.1196671,138.6319819,9678,9,16744078
241,111136,1685135863,35.119667,138.6319818,9660,25,16744078
241,112054,1685135864,35.1196668,138.6319819,9677,12,16744078
241,113068,1685135865,35.1196667,138.631982,9702,15,16744078
241,114088,1685135866,35.1196664,138.631982,9725,12,16744078
241,115105,1685135867,35.1196661,138.631982,9753,15,16744078
241,116119,1685135868,35.1196657,138.6319818,9819,9,16744078
241,117131,1685135869,35.1196654,138.6319818,9873,23,16744078
241,118047,1685135870,35.1196654,138.6319816,9859,14,16744078
241,119059,1685135871,35.1196654,138.6319814,9877,17,16744078
241,120072,1685135872,35.1196654,138.6319812,9907,12,16744078
241,121086,1685135873,35.1196653,138.6319812,9931,6,16744078
241,122105,1685135874,35.1196652,138.6319812,9912,5,16744078
241,123115,1685135875,35.1196649,138.6319814,9874,19,16744078
241,124134,1685135876,35.1196647,138.6319816,9838,22,16744078
241,125155,1685135877,35.1196645,138.6319817,9795,17,16744078
241,126068,1685135878,35.1196643,138.6319819,9741,9,16744078
241,127080,1685135879,35.119664,138.6319822,9680,12,16744078
241,128101,1685135880,35.1196637,138.6319825,9638,7,16744078
241,129120,1685135881,35.1196635,138.6319826,9609,11,16744078
241,129900,1685135882,35.1196633,138.6319829,9566,10,16744078
241,131055,1685135883,35.1196631,138.6319829,9515,18,16744078
241,132074,1685135884,35.1196631,138.6319829,9518,5,16744078
241,133088,1685135885,35.1196629,138.6319829,9524,17,16744078
241,134105,1685135886,35.1196627,138.6319828,9510,22,16744078
241,135123,1685135887,35.1196625,138.6319828,9509,2,16744078
241,136029,1685135888,35.1196624,138.6319828,9530,8,16744078
241,137062,1685135889,35.1196623,138.6319828,9537,16,16744078
241,138078,1685135890,35.1196622,138.6319829,9485,8,16744078
241,139094,1685135891,35.119662,138.631983,9434,21,16744078
241,140109,1685135892,35.1196622,138.6319831,9365,59,16744078
241,141126,1685135893,35.1196623,138.6319832,9316,44,16744078
241,142138,1685135894,35.1196623,138.6319833,9254,15,16744078
241,142904,1685135895,35.1196622,138.6319834,9244,9,16744078
241,144071,1685135896,35.1196632,138.6319831,9254,196,9762178
241,145089,1685135897,35.119671,138.6319813,9255,1185,35239724
241,146107,1685135898,35.1196873,138.6319776,9263,2127,35016600
241,147125,1685135899,35.1197104,138.6319725,9322,2845,35021708
241,148139,1685135900,35.1197395,138.6319656,9361,3491,34912212
241,149033,1685135901,35.1197732,138.6319581,9366,3977,35017148
241,150069,1685135902,35.1198107,138.631951,9351,4318,35151216
241,151085,1685135903,35.1198505,138.6319437,9386,4552,35160720
241,152102,1685135904,35.1198929,138.631937,9387,4784,35301716
241,153123,1685135905,35.1199362,138.6319319,9432,4820,35503680
241,154019,1685135906,35.1199802,138.6319285,9507,4923,35710692
241,155057,1685135907,35.120025,138.631924,9546,4980,35462688
241,156071,1685135908,35.1200701,138.6319165,9558,5066,35112688
241,157091,1685135909,35.1201151,138.6319068,9679,5063,34963620
241,158111,1685135910,35.1201614,138.6318972,9682,5253,35061872
241,159135,1685135911,35.1202089,138.6318878,9696,5384,35111176
241,160151,1685135912,35.1202579,138.6318786,9737,5568,35165900
241,161071,1685135913,35.1203071,138.6318687,9750,5532,35067860
241,162092,1685135914,35.1203575,138.6318596,9788,5715,35230664
241,163106,1685135915,35.12041,138.6318513,9800,5906,35299640
241,164123,1685135916,35.120463,138.6318419,9895,5932,35149844
241,165136,1685135917,35.1205148,138.6318315,9899,5763,35053800
241,166047,1685135918,35.1205637,138.6318207,9894,5400,34948008
241,167064,1685135919,35.1206092,138.6318111,9904,4957,35052464
241,168076,1685135920,35.120651,138.6318027,9955,4549,35075504
241,169094,1685135921,35.1206884,138.6317941,9939,4078,34875680
241,170106,1685135922,35.1207216,138.6317848,9852,3622,34628288
241,171117,1685135923,35.1207502,138.6317757,9875,3131,34568676
241,172133,1685135924,35.1207742,138.6317678,9789,2548,34421136
241,173045,1685135925,35.1207928,138.6317613,9773,1924,34345692
241,174063,1685135926,35.1208062,138.6317564,9767,1379,34331196
241,175081,1685135927,35.1208151,138.6317532,9852,924,34398560
241,176097,1685135928,35.1208209,138.6317511,9970,615,34394904
241,177116,1685135929,35.120824,138.6317502,9988,277,34403096
241,178134,1685135930,35.1208245,138.6317498,10006,10,34403096
241,178961,1685135931,35.1208244,138.6317497,9950,4,34403096
241,180068,1685135932,35.1208247,138.6317497,9996,53,34403096
241,181085,1685135933,35.1208248,138.6317499,10015,4,34403096
241,182102,1685135934,35.1208249,138.63175,10000,21,34403096
241,183121,1685135935,35.1208248,138.63175,10017,6,34403096
241,184147,1685135936,35.1208247,138.6317499,10027,8,34403096
241,185168,1685135937,35.1208247,138.6317497,10045,4,34403096
241,186082,1685135938,35.1208247,138.6317497,10089,14,34403096
241,187104,1685135939,35.1208249,138.6317495,10095,30,34403096
241,188121,1685135940,35.1208244,138.6317495,10081,64,34403096
241,189139,1685135941,35.1208249,138.6317502,9971,143,34403096
241,190053,1685135942,35.1208252,138.6317504,9942,42,34403096
241,191073,1685135943,35.1208253,138.6317502,9947,20,34403096
241,192089,1685135944,35.120825,138.6317502,9906,29,34403096
241,193105,1685135945,35.1208248,138.6317503,9852,14,34403096
241,194119,1685135946,35.1208248,138.6317505,9842,28,34403096
241,194996,1685135947,35.1208245,138.6317507,9861,27,34403096
241,196055,1685135948,35.1208245,138.6317507,9884,15,34403096
241,197071,1685135949,35.1208247,138.6317507,9886,6,34403096
241,198086,1685135950,35.1208249,138.6317506,9871,34,34403096
241,199102,1685135951,35.120825,138.6317508,9827,31,34403096
241,200121,1685135952,35.120825,138.6317507,9860,19,34403096
241,201141,1685135953,35.1208247,138.6317504,9919,41,34403096
241,202054,1685135954,35.1208246,138.6317504,9915,4,34403096
241,203069,1685135955,35.1208246,138.6317507,9891,22,34403096
241,204085,1685135956,35.1208247,138.6317508,9904,19,34403096
241,205104,1685135957,35.1208254,138.6317501,10001,138,33963800
241,206005,1685135958,35.1208256,138.6317497,10014,17,33963800
241,206980,1685135959,35.1208257,138.6317495,10037,27,33963800
241,208058,1685135960,35.1208256,138.6317496,10123,8,33963800
241,209075,1685135961,35.1208256,138.6317496,10154,6,33963800
241,210093,1685135962,35.1208256,138.6317499,10138,20,33963800
241,211108,1685135963,35.1208255,138.63175,10106,10,33963800
241,212127,1685135964,35.1208254,138.6317501,10070,33,33963800
241,213139,1685135965,35.1208253,138.63175,10088,15,33963800
241,214061,1685135966,35.1208252,138.6317499,10074,14,33963800
