header,program_time,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ,quatW,quatX,quatY,quatZ
246,33118,-0.03999999910593033,0.029999999329447746,-0.27000001072883606,0.0021816615480929613,0.0054541537538170815,0.0010908307740464807,39.6875,-135.5625,117.375,0.99639892578125,0.063232421875,0.02105712890625,0.05279541015625
246,34138,0.0,-0.029999999329447746,-0.2800000011920929,0.0021816615480929613,0.011999138630926609,0.0,38.6875,-135.25,118.5625,0.99639892578125,0.06317138671875,0.0216064453125,0.05279541015625
246,35062,0.019999999552965164,-0.09000000357627869,-0.23999999463558197,0.0010908307740464807,0.006544984877109528,-0.0010908307740464807,39.6875,-135.5625,118.5625,0.99639892578125,0.06317138671875,0.021484375,0.05279541015625
246,36091,0.0,0.029999999329447746,-0.25999999046325684,0.0010908307740464807,-0.003272492438554764,0.0010908307740464807,39.6875,-136.375,118.6875,0.99639892578125,0.06317138671875,0.02154541015625,0.05279541015625
246,37121,-0.009999999776482582,-0.05000000074505806,-0.2800000011920929,0.0010908307740464807,-0.0021816615480929613,0.0,39.375,-135.5625,118.6875,0.99639892578125,0.06317138671875,0.02154541015625,0.05279541015625
246,38142,-0.07000000029802322,-0.019999999552965164,-0.25999999046325684,0.0021816615480929613,0.003272492438554764,-0.0010908307740464807,39.375,-134.5625,117.5625,0.996337890625,0.06304931640625,0.0238037109375,0.052978515625
246,39063,-0.019999999552965164,-0.009999999776482582,-0.2800000011920929,-0.0010908307740464807,0.0054541537538170815,-0.004363323096185923,39.6875,-135.25,118.75,0.996337890625,0.06304931640625,0.0238037109375,0.052978515625
246,40085,-0.11999999731779099,0.0,-0.30000001192092896,-0.0010908307740464807,-0.004363323096185923,0.0021816615480929613,39.6875,-134.875,118.0625,0.996337890625,0.06304931640625,0.0238037109375,0.052978515625
246,41110,-0.09000000357627869,-0.07000000029802322,-0.25999999046325684,0.0010908307740464807,-0.0010908307740464807,0.0,39.375,-135.6875,118.0625,0.99627685546875,0.0631103515625,0.02545166015625,0.0528564453125
246,42130,-0.029999999329447746,-0.07000000029802322,-0.2199999988079071,-0.0010908307740464807,-0.003272492438554764,0.0010908307740464807,39.375,-135.6875,118.875,0.99627685546875,0.06304931640625,0.025634765625,0.0526123046875
246,43146,0.05999999865889549,-0.019999999552965164,-0.23999999463558197,0.0021816615480929613,0.010908307507634163,-0.0021816615480929613,40.0625,-136.375,119.375,0.99627685546875,0.06298828125,0.0264892578125,0.05267333984375
246,44064,-0.1899999976158142,0.009999999776482582,-0.30000001192092896,-0.0010908307740464807,-0.004363323096185923,-0.004363323096185923,39.75,-135.25,119.25,0.9962158203125,0.0628662109375,0.02886962890625,0.05255126953125
246,45081,0.0,-0.07000000029802322,-0.27000001072883606,-0.0021816615480929613,0.0021816615480929613,0.0,39.6875,-135.25,118.5,0.9962158203125,0.0628662109375,0.02862548828125,0.052490234375
246,46096,-0.029999999329447746,-0.09000000357627869,-0.2800000011920929,0.0,0.0010908307740464807,-0.0021816615480929613,39.6875,-134.875,118.0625,0.9962158203125,0.06292724609375,0.0283203125,0.052490234375
246,47116,-0.07999999821186066,-0.05999999865889549,-0.25999999046325684,0.0,-0.015271631069481373,0.0010908307740464807,39.6875,-135.6875,117.75,0.9962158203125,0.06292724609375,0.02813720703125,0.052490234375
246,48134,-0.07999999821186066,-0.05999999865889549,-0.25999999046325684,-0.0010908307740464807,0.015271631069481373,-0.003272492438554764,39.25,-134.875,119.0,0.9962158203125,0.06292724609375,0.02801513671875,0.052490234375
246,49049,-0.019999999552965164,-0.03999999910593033,-0.2800000011920929,0.0010908307740464807,0.007635815534740686,-0.0010908307740464807,38.875,-135.25,118.5625,0.9962158203125,0.06292724609375,0.0283203125,0.052490234375
246,50061,-0.019999999552965164,-0.029999999329447746,-0.28999999165534973,0.0021816615480929613,-0.0021816615480929613,0.0010908307740464807,39.25,-134.875,117.5,0.9962158203125,0.06292724609375,0.0283203125,0.052490234375
246,51082,-0.029999999329447746,-0.019999999552965164,-0.27000001072883606,0.0,-0.0010908307740464807,0.0010908307740464807,39.25,-136.0,117.75,0.9962158203125,0.06292724609375,0.0283203125,0.052490234375
246,52106,-0.029999999329447746,-0.019999999552965164,-0.25999999046325684,-0.0010908307740464807,0.0010908307740464807,0.0010908307740464807,39.6875,-134.875,117.75,0.9962158203125,0.06292724609375,0.028076171875,0.052490234375
246,53128,-0.09000000357627869,-0.07000000029802322,-0.23999999463558197,0.0,0.0054541537538170815,-0.0010908307740464807,39.6875,-135.6875,119.0,0.9962158203125,0.06292724609375,0.028076171875,0.052490234375
246,54000,-0.07999999821186066,-0.009999999776482582,-0.25,0.0010908307740464807,-0.008726646192371845,0.0010908307740464807,39.6875,-135.6875,119.0,0.9962158203125,0.06292724609375,0.02801513671875,0.052490234375
246,55074,-0.07000000029802322,-0.029999999329447746,-0.2800000011920929,0.0010908307740464807,-0.003272492438554764,0.0,39.6875,-135.25,118.25,0.99627685546875,0.06292724609375,0.02783203125,0.05242919921875
246,56094,-0.03999999910593033,0.0,-0.27000001072883606,0.0021816615480929613,-0.0010908307740464807,0.0010908307740464807,40.0625,-135.25,117.875,0.99627685546875,0.06292724609375,0.02783203125,0.05242919921875
246,57118,-0.05999999865889549,-0.07999999821186066,-0.27000001072883606,0.0,0.0,0.0,39.6875,-135.25,118.375,0.99627685546875,0.06292724609375,0.02783203125,0.05242919921875
246,58141,0.009999999776482582,-0.03999999910593033,-0.25999999046325684,-0.0021816615480929613,0.004363323096185923,0.0,39.6875,-135.25,118.5,0.99627685546875,0.06292724609375,0.02783203125,0.05242919921875
246,59066,-0.03999999910593033,-0.029999999329447746,-0.25999999046325684,-0.0021816615480929613,-0.0010908307740464807,0.0,40.375,-135.25,120.0,0.99627685546875,0.06292724609375,0.02789306640625,0.05242919921875
246,60091,-0.11999999731779099,-0.05999999865889549,-0.2199999988079071,0.0,0.0010908307740464807,-0.0010908307740464807,38.875,-135.6875,118.5,0.99627685546875,0.06292724609375,0.0279541015625,0.052490234375
246,61107,-0.009999999776482582,-0.03999999910593033,-0.27000001072883606,0.0010908307740464807,0.004363323096185923,-0.0021816615480929613,39.6875,-135.6875,118.5,0.9962158203125,0.0628662109375,0.02880859375,0.052490234375
246,62134,0.009999999776482582,-0.009999999776482582,-0.25,0.0,0.003272492438554764,0.0010908307740464807,39.25,-135.0,118.0625,0.9962158203125,0.0628662109375,0.02880859375,0.052490234375
246,63047,-0.03999999910593033,0.0,-0.2800000011920929,0.003272492438554764,0.0010908307740464807,0.0,38.875,-135.6875,118.5625,0.9962158203125,0.0628662109375,0.02886962890625,0.052490234375
246,64070,-0.05999999865889549,-0.03999999910593033,-0.30000001192092896,-0.0021816615480929613,0.0054541537538170815,-0.004363323096185923,40.0625,-136.0,118.0625,0.9962158203125,0.0628662109375,0.02886962890625,0.052490234375
246,65090,-0.009999999776482582,-0.07000000029802322,-0.27000001072883606,0.0010908307740464807,0.0,0.0,39.25,-135.6875,119.0,0.9962158203125,0.0628662109375,0.02886962890625,0.052490234375
246,66110,0.009999999776482582,-0.019999999552965164,-0.25,-0.0021816615480929613,-0.013089969754219055,0.0,68.375,-230.5625,198.6875,0.99615478515625,0.06280517578125,0.03009033203125,0.0526123046875
246,67127,-0.029999999329447746,-0.10000000149011612,-0.23000000417232513,-0.0010908307740464807,0.009817477315664291,0.0,69.1875,-231.25,197.5,0.99615478515625,0.06292724609375,0.02984619140625,0.05255126953125
246,68049,0.019999999552965164,0.10999999940395355,-0.30000001192092896,-0.0010908307740464807,-0.008726646192371845,0.0,68.375,-231.25,198.25,0.99615478515625,0.06280517578125,0.03021240234375,0.05255126953125
246,68979,0.019999999552965164,0.019999999552965164,-0.28999999165534973,0.0010908307740464807,-0.0010908307740464807,-0.0010908307740464807,68.75,-231.25,197.1875,0.9962158203125,0.0628662109375,0.02984619140625,0.05255126953125
246,70079,0.09000000357627869,-0.05000000074505806,-0.27000001072883606,0.0,-0.010908307507634163,-0.0010908307740464807,69.5625,-231.25,197.875,0.9962158203125,0.0628662109375,0.02978515625,0.052490234375
246,71102,0.07000000029802322,-0.03999999910593033,-0.2800000011920929,-0.0010908307740464807,0.006544984877109528,0.0010908307740464807,41.6875,-141.0,120.875,0.99615478515625,0.06268310546875,0.0303955078125,0.0528564453125
246,72117,0.10999999940395355,-0.019999999552965164,-0.3100000023841858,0.0,0.0010908307740464807,-0.0021816615480929613,41.5,-139.0625,118.0625,0.99615478515625,0.06207275390625,0.0318603515625,0.05340576171875
246,73133,0.17000000178813934,-0.07000000029802322,-0.28999999165534973,0.0010908307740464807,-0.003272492438554764,0.0021816615480929613,40.75,-139.0625,118.875,0.9962158203125,0.0621337890625,0.02838134765625,0.05364990234375
246,74046,0.14000000059604645,-0.07000000029802322,-0.20999999344348907,0.0010908307740464807,0.0021816615480929613,0.0,41.0625,-139.0625,119.25,0.9962158203125,0.062255859375,0.02716064453125,0.05377197265625
246,75063,0.07000000029802322,0.009999999776482582,-0.28999999165534973,-0.0010908307740464807,-0.0021816615480929613,0.0021816615480929613,41.0625,-139.5,119.6875,0.9962158203125,0.062255859375,0.027587890625,0.05377197265625
246,76079,0.12999999523162842,-0.029999999329447746,-0.25999999046325684,-0.0010908307740464807,-0.0054541537538170815,0.0010908307740464807,40.0625,-139.875,119.25,0.9962158203125,0.062255859375,0.02764892578125,0.05377197265625
246,77096,0.10000000149011612,-0.009999999776482582,-0.27000001072883606,0.0010908307740464807,0.004363323096185923,-0.0010908307740464807,41.875,-138.5,117.375,0.99615478515625,0.0621337890625,0.029296875,0.05389404296875
246,78113,0.15000000596046448,-0.009999999776482582,-0.27000001072883606,0.0010908307740464807,-0.007635815534740686,0.0021816615480929613,41.5,-138.75,119.6875,0.99615478515625,0.0621337890625,0.029296875,0.05389404296875
246,79131,0.12999999523162842,-0.019999999552965164,-0.25999999046325684,0.0,-0.008726646192371845,0.0,41.1875,-139.0625,119.375,0.99615478515625,0.0621337890625,0.02972412109375,0.05389404296875
246,80045,0.14000000059604645,-0.03999999910593033,-0.25999999046325684,-0.0010908307740464807,-0.003272492438554764,-0.0010908307740464807,41.0625,-138.75,118.5625,0.99615478515625,0.0621337890625,0.02935791015625,0.05389404296875
246,81061,0.12999999523162842,0.0,-0.27000001072883606,0.0010908307740464807,-0.0010908307740464807,0.0021816615480929613,40.75,-139.1875,119.0625,0.99615478515625,0.0621337890625,0.02935791015625,0.05389404296875
246,82074,0.1599999964237213,-0.019999999552965164,-0.2800000011920929,0.0010908307740464807,-0.0021816615480929613,-0.0010908307740464807,40.75,-139.1875,118.25,0.99615478515625,0.0621337890625,0.02935791015625,0.05389404296875
246,83095,0.14000000059604645,-0.05000000074505806,-0.25,0.0010908307740464807,-0.0010908307740464807,0.0,42.25,-138.75,119.5625,0.99615478515625,0.0621337890625,0.02935791015625,0.05389404296875
246,84109,0.12999999523162842,-0.05999999865889549,-0.2800000011920929,0.0,0.0010908307740464807,0.0,42.25,-138.75,117.6875,0.99615478515625,0.0621337890625,0.02935791015625,0.05389404296875
246,84904,0.1599999964237213,0.0,-0.25999999046325684,0.0,0.0010908307740464807,0.0010908307740464807,41.1875,-139.1875,118.5,0.99615478515625,0.0621337890625,0.02935791015625,0.05389404296875
246,86040,0.14000000059604645,-0.03999999910593033,-0.25,0.0,0.0021816615480929613,0.0010908307740464807,41.5625,-139.5625,118.5,0.99615478515625,0.0621337890625,0.02935791015625,0.05389404296875
246,87051,0.07999999821186066,-0.029999999329447746,-0.28999999165534973,0.0010908307740464807,0.0010908307740464807,-0.0010908307740464807,42.0,-138.875,120.1875,0.99615478515625,0.0621337890625,0.02935791015625,0.05389404296875
246,88071,0.09000000357627869,-0.019999999552965164,-0.28999999165534973,0.0010908307740464807,-0.003272492438554764,0.0,41.5625,-138.875,119.375,0.99615478515625,0.0621337890625,0.029296875,0.05389404296875
246,89084,0.09000000357627869,-0.019999999552965164,-0.27000001072883606,0.0,0.0,0.0,42.0,-138.875,119.375,0.99615478515625,0.0621337890625,0.029296875,0.05389404296875
246,90098,0.07999999821186066,-0.05999999865889549,-0.2800000011920929,-0.0021816615480929613,-0.0054541537538170815,0.0010908307740464807,42.5625,-138.5,119.0625,0.99615478515625,0.0621337890625,0.029296875,0.05389404296875
246,91108,0.03999999910593033,-0.05000000074505806,-0.27000001072883606,0.0021816615480929613,-0.003272492438554764,0.0010908307740464807,41.1875,-138.875,118.6875,0.99615478515625,0.0621337890625,0.0294189453125,0.05389404296875
246,92122,0.10000000149011612,-0.029999999329447746,-0.25,0.0,0.004363323096185923,0.0,41.5625,-139.5625,117.25,0.99615478515625,0.0621337890625,0.0294189453125,0.05389404296875
246,93135,0.07999999821186066,0.0,-0.25999999046325684,0.0,-0.010908307507634163,0.0010908307740464807,41.1875,-139.25,119.6875,0.99615478515625,0.0621337890625,0.02935791015625,0.05389404296875
246,93889,0.10000000149011612,-0.009999999776482582,-0.2800000011920929,0.0,0.0010908307740464807,0.0,41.1875,-139.25,119.1875,0.9962158203125,0.06219482421875,0.0286865234375,0.0538330078125
246,95072,0.17000000178813934,0.0,-0.27000001072883606,-0.0010908307740464807,0.014180799946188927,-0.0010908307740464807,40.75,-138.875,119.6875,0.9962158203125,0.06219482421875,0.02899169921875,0.05389404296875
246,96088,0.09000000357627869,0.15000000596046448,-0.3100000023841858,0.0010908307740464807,-0.0021816615480929613,0.0010908307740464807,42.0,-139.0,119.0,0.99609375,0.06207275390625,0.03125,0.05401611328125
246,97102,0.07999999821186066,-0.03999999910593033,-0.2800000011920929,0.0010908307740464807,-0.003272492438554764,0.0,42.0,-139.0,118.25,0.99615478515625,0.06207275390625,0.02972412109375,0.0540771484375
246,98114,0.05999999865889549,0.009999999776482582,-0.25999999046325684,0.0,-0.007635815534740686,0.0010908307740464807,40.75,-138.5625,119.5625,0.99615478515625,0.06201171875,0.02978515625,0.05413818359375
246,99130,0.09000000357627869,-0.009999999776482582,-0.27000001072883606,0.0,0.014180799946188927,-0.0010908307740464807,41.1875,-139.0,118.75,0.99615478515625,0.06201171875,0.0299072265625,0.05413818359375
246,100043,0.0,-0.009999999776482582,-0.2800000011920929,0.0,0.0010908307740464807,-0.0010908307740464807,42.0,-139.6875,119.1875,0.99615478515625,0.06201171875,0.0303955078125,0.05413818359375
246,101160,0.019999999552965164,-0.019999999552965164,-0.25,-0.0010908307740464807,-0.003272492438554764,0.0010908307740464807,41.1875,-139.0,118.5625,0.99615478515625,0.06207275390625,0.0294189453125,0.0540771484375
246,102080,0.0,-0.019999999552965164,-0.27000001072883606,0.0,-0.004363323096185923,0.0021816615480929613,41.5625,-139.25,119.0,0.99615478515625,0.06207275390625,0.0294189453125,0.0540771484375
246,103103,0.0,-0.10000000149011612,-0.20000000298023224,0.0021816615480929613,0.0054541537538170815,-0.0010908307740464807,42.0,-139.0,119.375,0.99615478515625,0.06207275390625,0.0294189453125,0.0540771484375
246,104118,-0.05999999865889549,0.009999999776482582,-0.25,0.0,-0.0021816615480929613,-0.0010908307740464807,42.0,-139.25,119.375,0.99615478515625,0.06207275390625,0.02947998046875,0.0540771484375
246,104890,0.029999999329447746,-0.05000000074505806,-0.23999999463558197,0.0010908307740464807,0.011999138630926609,-0.0010908307740464807,41.1875,-139.25,119.0625,0.99615478515625,0.06201171875,0.02978515625,0.05413818359375
246,106054,0.07000000029802322,-0.029999999329447746,-0.25999999046325684,0.0010908307740464807,-0.004363323096185923,0.003272492438554764,41.1875,-139.0,118.6875,0.99609375,0.06195068359375,0.031005859375,0.05419921875
246,107067,0.07999999821186066,-0.05000000074505806,-0.25,0.0010908307740464807,0.0,0.0021816615480929613,41.1875,-139.0,117.875,0.99609375,0.06195068359375,0.031005859375,0.05419921875
246,108087,0.07000000029802322,-0.05000000074505806,-0.25999999046325684,0.0,-0.003272492438554764,0.0010908307740464807,40.875,-139.375,118.6875,0.99609375,0.06195068359375,0.031005859375,0.05419921875
246,109102,0.09000000357627869,-0.05000000074505806,-0.28999999165534973,0.0010908307740464807,-0.0010908307740464807,-0.0010908307740464807,41.1875,-138.25,119.5625,0.99615478515625,0.06201171875,0.03082275390625,0.05419921875
246,109889,0.10000000149011612,-0.019999999552965164,-0.27000001072883606,0.0,-0.003272492438554764,0.0010908307740464807,40.875,-139.0,119.875,0.99615478515625,0.06201171875,0.03082275390625,0.05419921875
246,111131,0.07000000029802322,-0.14000000059604645,-0.25,0.0010908307740464807,0.0010908307740464807,0.0010908307740464807,41.25,-139.375,119.1875,0.99615478515625,0.06201171875,0.03082275390625,0.05419921875
246,112050,0.07999999821186066,-0.009999999776482582,-0.2800000011920929,0.0,0.0010908307740464807,-0.0010908307740464807,40.875,-138.5625,118.875,0.99615478515625,0.06195068359375,0.03021240234375,0.05419921875
246,113062,0.10999999940395355,0.03999999910593033,-0.25999999046325684,0.0,-0.003272492438554764,0.0010908307740464807,41.25,-139.0,119.25,0.99615478515625,0.06201171875,0.02972412109375,0.05426025390625
246,114082,0.11999999731779099,0.019999999552965164,-0.27000001072883606,0.0,0.009817477315664291,-0.0010908307740464807,40.5,-139.0,117.6875,0.99615478515625,0.06201171875,0.02972412109375,0.05426025390625
246,115100,0.019999999552965164,0.07000000029802322,-0.2800000011920929,0.0,0.0,-0.0021816615480929613,41.5625,-139.0,118.875,0.99615478515625,0.06201171875,0.02972412109375,0.05426025390625
246,116112,0.10999999940395355,-0.029999999329447746,-0.28999999165534973,0.0010908307740464807,-0.0010908307740464807,0.0010908307740464807,41.25,-139.375,118.5625,0.99615478515625,0.06201171875,0.02972412109375,0.05426025390625
246,117126,0.07000000029802322,0.029999999329447746,-0.25999999046325684,-0.003272492438554764,0.0010908307740464807,0.0,41.25,-140.0625,119.0,0.99615478515625,0.06201171875,0.02972412109375,0.05426025390625
246,118040,0.009999999776482582,-0.029999999329447746,-0.25,0.003272492438554764,-0.013089969754219055,0.0,40.875,-139.375,117.875,0.99615478515625,0.06195068359375,0.03057861328125,0.0543212890625
246,119054,0.019999999552965164,0.0,-0.28999999165534973,0.0,0.0,0.0021816615480929613,40.875,-139.0625,120.1875,0.99615478515625,0.06201171875,0.02996826171875,0.05426025390625
246,120065,0.019999999552965164,-0.03999999910593033,-0.25,0.0,0.0,0.0,41.5625,-138.6875,119.875,0.99615478515625,0.06201171875,0.02960205078125,0.05426025390625
246,121080,-0.009999999776482582,-0.009999999776482582,-0.27000001072883606,0.0010908307740464807,0.0,-0.0021816615480929613,41.25,-139.0625,119.0625,0.99615478515625,0.06201171875,0.02960205078125,0.05426025390625
246,122098,-0.029999999329447746,-0.019999999552965164,-0.28999999165534973,-0.0010908307740464807,0.006544984877109528,-0.0010908307740464807,42.0,-139.0625,119.5,0.99615478515625,0.06201171875,0.02960205078125,0.05426025390625
246,123110,0.05000000074505806,0.019999999552965164,-0.2199999988079071,0.0010908307740464807,0.0054541537538170815,-0.0010908307740464807,40.875,-139.75,117.875,0.99609375,0.06256103515625,0.02978515625,0.05426025390625
246,124130,0.019999999552965164,0.0,-0.2800000011920929,0.0021816615480929613,-0.0010908307740464807,0.0,41.5625,-139.0625,119.0625,0.99609375,0.06256103515625,0.02996826171875,0.05419921875
246,125149,0.03999999910593033,-0.05000000074505806,-0.27000001072883606,0.0,0.004363323096185923,0.0,40.875,-139.0625,118.25,0.99609375,0.06256103515625,0.02996826171875,0.05419921875
246,126063,0.009999999776482582,-0.05999999865889549,-0.25,0.0010908307740464807,-0.0054541537538170815,-0.0021816615480929613,68.5625,-231.25,198.6875,0.99615478515625,0.0626220703125,0.0294189453125,0.05419921875
246,127076,0.05000000074505806,-0.07999999821186066,-0.25999999046325684,-0.003272492438554764,0.006544984877109528,0.0010908307740464807,68.5625,-230.875,198.375,0.99615478515625,0.0626220703125,0.0294189453125,0.05419921875
246,128096,0.029999999329447746,-0.05999999865889549,-0.27000001072883606,-0.0010908307740464807,0.004363323096185923,-0.0021816615480929613,68.875,-231.25,199.875,0.99609375,0.0625,0.03106689453125,0.0543212890625
246,129115,0.029999999329447746,-0.029999999329447746,-0.2800000011920929,0.0010908307740464807,0.0054541537538170815,0.0,68.5625,-230.5,197.1875,0.99609375,0.0625,0.031005859375,0.0543212890625
246,129895,0.05000000074505806,0.0,-0.25999999046325684,0.0010908307740464807,0.003272492438554764,0.0010908307740464807,68.875,-231.25,198.75,0.99609375,0.0625,0.03106689453125,0.0543212890625
246,131051,0.09000000357627869,0.07999999821186066,-0.23999999463558197,-0.0021816615480929613,-0.0010908307740464807,0.0,68.5625,-230.0625,197.5625,0.99603271484375,0.0623779296875,0.0322265625,0.0543212890625
246,132069,0.029999999329447746,-0.05000000074505806,-0.2800000011920929,0.0,0.0010908307740464807,0.0010908307740464807,69.25,-230.5,198.0625,0.99603271484375,0.062255859375,0.03216552734375,0.0543212890625
246,133082,0.07000000029802322,0.23999999463558197,-0.27000001072883606,-0.0021816615480929613,-0.006544984877109528,0.0010908307740464807,68.5625,-230.875,197.75,0.99609375,0.06195068359375,0.03173828125,0.05438232421875
246,134098,-0.03999999910593033,0.23999999463558197,-0.20000000298023224,0.0054541537538170815,-0.006544984877109528,0.006544984877109528,68.1875,-230.5625,198.875,0.99609375,0.06243896484375,0.030517578125,0.0543212890625
246,135118,0.10000000149011612,-0.36000001430511475,-0.23000000417232513,0.004363323096185923,-0.003272492438554764,-0.0010908307740464807,68.5625,-231.5625,198.875,0.99615478515625,0.06256103515625,0.029052734375,0.05413818359375
246,136022,0.0,-0.009999999776482582,-0.28999999165534973,0.0010908307740464807,0.0010908307740464807,-0.0021816615480929613,68.875,-230.875,198.5625,0.99615478515625,0.06243896484375,0.02911376953125,0.0540771484375
246,137057,-0.009999999776482582,-0.09000000357627869,-0.27000001072883606,0.0010908307740464807,0.011999138630926609,-0.0021816615480929613,68.5625,-230.875,198.25,0.99615478515625,0.0626220703125,0.028564453125,0.05401611328125
246,138074,-0.07000000029802322,-0.07000000029802322,-0.23999999463558197,0.0,0.0021816615480929613,0.0,68.1875,-230.875,198.6875,0.99615478515625,0.0626220703125,0.02862548828125,0.05401611328125
246,139089,-0.15000000596046448,-0.4099999964237213,-0.27000001072883606,-0.0021816615480929613,0.003272492438554764,0.009817477315664291,68.5625,-231.25,197.5625,0.99615478515625,0.06243896484375,0.02850341796875,0.053955078125
246,140102,-0.07999999821186066,0.25999999046325684,-0.25,0.0,0.023998277261853218,-0.0010908307740464807,42.0625,-140.25,120.0,0.99609375,0.06195068359375,0.0318603515625,0.0540771484375
246,141118,0.14000000059604645,-0.019999999552965164,-0.41999998688697815,-0.0054541537538170815,-0.003272492438554764,0.0010908307740464807,41.1875,-140.1875,119.75,0.99603271484375,0.06268310546875,0.0328369140625,0.05419921875
246,142134,0.09000000357627869,-0.3400000035762787,0.20000000298023224,-0.006544984877109528,0.0054541537538170815,0.0,40.75,-139.375,120.1875,0.9959716796875,0.06439208984375,0.03045654296875,0.05462646484375
246,142899,-0.949999988079071,-0.05000000074505806,-0.1599999964237213,0.004363323096185923,0.023998277261853218,0.010908307507634163,40.75,-139.375,119.5,0.9959716796875,0.0648193359375,0.030029296875,0.05426025390625
246,144066,-0.05999999865889549,-0.23000000417232513,-0.11999999731779099,0.009817477315664291,0.01636246219277382,0.02617993950843811,40.0,-139.5625,119.0625,0.995849609375,0.06512451171875,0.03216552734375,0.05438232421875
246,145083,3.2200000286102295,1.7599999904632568,0.9800000190734863,0.014180799946188927,-0.008726646192371845,0.014180799946188927,40.6875,-139.0,119.25,0.99566650390625,0.06494140625,0.03759765625,0.0548095703125
