header,program_time,temp,height1,height2,height3,air_pressure1,air_pressure2
243,3513932,28.22998046875,303,307,304,100500.7578125,100500.0546875
243,3514944,28.213958740234375,304,303,303,100499.890625,100499.84375
243,3516932,28.120498657226562,302,303,303,100498.9140625,100500.2890625
243,3517944,28.072433471679688,303,303,303,100498.3359375,100496.4609375
243,3519929,27.885513305664062,303,303,303,100496.3203125,100495.125
243,3521910,27.725296020507812,303,303,303,100496.609375,100498.4453125
243,3522923,27.618484497070312,303,303,303,100497.75,100500.890625
243,3524912,27.522354125976562,303,303,303,100497.046875,100497.4609375
243,3526901,27.391510009765625,303,303,303,100498.3671875,100499.7265625
243,3527919,27.370147705078125,303,303,303,100498.3203125,100498.2890625
243,3528939,27.34344482421875,303,303,303,100499.40625,100498.96875
243,3530931,27.207260131835938,303,303,303,100497.5078125,100498.6328125
243,3532921,27.116470336914062,303,303,303,100498.15625,100500.8125
243,3534904,27.00164794921875,303,303,303,100499.265625,100499.875
243,3535923,26.985626220703125,303,303,303,100498.7578125,100500.734375
243,3536941,26.961593627929688,303,303,303,100502.2421875,100501.90625
243,3538931,26.89483642578125,303,303,303,100499.21875,100496.8515625
243,3539947,26.844100952148438,303,303,303,100501.625,100500.9765625
243,3541938,26.758651733398438,303,303,303,100501.7578125,100499.5703125
243,3543919,26.737289428710938,303,303,303,100502.4921875,100503.6328125
243,3544939,26.707916259765625,303,303,303,100502.0625,100503.03125
243,3546920,26.710586547851562,303,303,303,100502.9453125,100502.9765625
243,3548907,26.72393798828125,303,303,303,100502.171875,100499.875
243,3550910,26.750640869140625,303,303,303,100498.6875,100497.3515625
243,3551925,26.761322021484375,303,303,303,100499.625,100499.6328125
243,3553923,26.825408935546875,303,303,303,100500.859375,100501.9921875
243,3554944,26.828079223632812,303,303,303,100502.6015625,100503.2265625
243,3556939,26.790695190429688,303,303,303,100501.1015625,100503.875
243,3558932,26.822738647460938,303,303,303,100501.140625,100501.375
243,3560909,26.7132568359375,303,303,303,100503.1953125,100501.984375
243,3561920,26.593093872070312,303,303,303,100500.890625,100505.0
243,3562932,26.507644653320312,303,303,303,100500.8359375,100502.609375
243,3564910,26.52099609375,303,302,303,100500.6015625,100501.171875
243,3565920,26.550369262695312,302,303,303,100499.296875,100500.7734375
243,3566937,26.534347534179688,303,303,303,100501.625,100500.3125
243,3568921,26.507644653320312,303,302,303,100501.671875,100502.421875
243,3569939,26.462249755859375,303,302,302,100501.2421875,100502.859375
243,3571925,26.4141845703125,302,302,302,100499.25,100499.859375
243,3573906,26.363449096679688,302,302,302,100500.125,100500.6328125
243,3574923,26.336746215820312,302,303,303,100500.5234375,100500.6640625
243,3576915,26.395492553710938,303,303,302,100501.640625,100499.1875
243,3578902,26.459579467773438,303,302,302,100499.765625,100499.8359375
243,3579922,26.486282348632812,302,303,303,100497.6640625,100499.3125
243,3581902,26.4996337890625,303,303,303,100499.625,100498.4765625
