241,12490,1615075213,0,0,4294950296,9999,536875768
241,13667,1615075214,0,0,4294950296,9999,536875768
241,14735,1615075215,0,0,4294950296,9999,536875768
241,15704,1615075216,0,0,4294950296,9999,536875768
241,16678,1615075217,0,0,4294950296,9999,536875768
241,17745,1615075218,0,0,4294950296,9999,536875768
241,18719,1615075219,0,0,4294950296,9999,536875768
241,19690,1615075220,0,0,4294950296,9999,536875768
241,20664,1615075221,0,0,4294950296,9999,536875768
241,21741,1615075222,0,0,4294950296,9999,536875768
241,22709,1615075223,0,0,4294950296,9999,536875768
241,23684,1615075224,0,0,4294950296,9999,536875768
241,24660,1615075225,0,0,4294950296,9999,536875768
241,25736,1615075226,0,0,4294950296,9999,536875768
241,26712,1615075227,0,0,4294950296,9999,536875768
241,27681,1615075228,0,0,4294950296,9999,536875768
241,28650,1615075229,0,0,4294950296,9999,536875768
241,29730,1615075230,0,0,4294950296,9999,536875768
241,16124,1615075251,0,0,4294950296,9999,536875768
241,17506,1615075252,0,0,4294950296,9999,536875768
241,18482,1615075253,0,0,4294950296,9999,536875768
241,19464,1615075254,0,0,4294950296,9999,536875768
241,20453,1615075255,0,0,4294950296,9999,536875768
241,21438,1615075256,0,0,4294950296,9999,536875768
241,22517,1615075257,0,0,4294950296,9999,536875768
241,23495,1615075258,0,0,4294950296,9999,536875768
241,24478,1615075259,0,0,4294950296,9999,536875768
241,25455,1615075260,0,0,4294950296,9999,536875768
241,26440,1615075261,0,0,4294950296,9999,536875768
241,27420,1615075262,0,0,4294950296,9999,536875768
241,28503,1615075263,0,0,4294950296,9999,536875768
241,29497,1615075264,0,0,4294950296,9999,536875768
241,30494,1615075265,0,0,4294950296,9999,536875768
241,31490,1615075266,0,0,4294950296,9999,536875768
241,32476,1615075267,0,0,4294950296,9999,536875768
241,33463,1615075268,0,0,4294950296,9999,536875768
241,34456,1615075269,0,0,4294950296,9999,536875768
241,35445,1615075270,0,0,4294950296,9999,536875768
241,36439,1615075271,0,0,4294950296,9999,536875768
241,37428,1615075272,0,0,4294950296,9999,536875768
241,38525,1615075273,0,0,4294950296,9999,536875768
241,39521,1615075274,0,0,4294950296,9999,536875768
241,40520,1615075275,0,0,4294950296,9999,536875768
241,41511,1615075276,0,0,4294950296,9999,536875768
241,42507,1615075277,0,0,4294950296,9999,536875768
241,43504,1615075278,0,0,4294950296,9999,536875768
241,44499,1615075279,0,0,4294950296,9999,536875768
241,45492,1615075280,0,0,4294950296,9999,536875768
