header,program_time,temp,height1,height2,height3,air_pressure1,air_pressure2
243,8307,21.08428955078125,0,0,0,102080.2265625,102080.0234375
243,9294,21.092300415039062,0,0,0,102080.078125,102079.515625
243,10282,21.102981567382812,0,0,0,102079.2734375,102079.0703125
243,11272,21.113662719726562,0,0,0,102079.4921875,102077.9453125
243,12258,21.121673583984375,0,0,0,102081.6953125,102079.375
243,13246,21.143035888671875,0,0,0,102078.8359375,102077.7890625
243,14230,21.156387329101562,0,0,0,102077.0703125,102078.8984375
243,15323,21.185760498046875,0,0,0,102077.859375,102079.8125
243,16312,21.193771362304688,0,0,0,102078.78125,102079.375
243,17299,21.204452514648438,0,0,0,102080.1875,102078.4765625
243,18292,21.215133666992188,0,0,0,102079.0234375,102077.90625
243,19282,21.236495971679688,0,0,0,102077.234375,102079.4140625
243,20274,21.2445068359375,0,0,0,102078.421875,102079.4375
243,21261,21.271209716796875,0,0,0,102079.140625,102079.0078125
243,22249,21.292572021484375,0,0,0,102080.5625,102078.828125
243,23239,21.313934326171875,0,0,0,102079.3515625,102080.390625
243,24329,21.335296630859375,0,0,0,102078.3671875,102078.2109375
243,25322,21.359329223632812,0,0,0,102077.171875,102077.8671875
243,26309,21.380691528320312,0,0,0,102077.1796875,102077.828125
243,27317,21.40472412109375,0,0,0,102080.3828125,102076.7109375
243,28126,21.418075561523438,0,0,0,102079.5,102077.78125
243,29134,21.436767578125,0,0,0,102078.0859375,102078.34375
243,8485,21.743850708007812,0,0,0,102078.3046875,102075.7890625
243,9400,21.762542724609375,0,0,0,102078.1328125,102077.5546875
243,10410,21.773223876953125,0,0,0,102078.484375,102077.90625
243,11429,21.78924560546875,0,0,0,102076.4453125,102077.28125
243,12448,21.802597045898438,0,0,0,102078.2578125,102075.9765625
243,13468,21.818618774414062,0,0,0,102076.7421875,102075.484375
243,14489,21.839981079101562,0,0,0,102077.40625,102076.953125
243,15413,21.866683959960938,0,0,0,102075.765625,102076.03125
243,16439,21.87469482421875,0,0,0,102078.6171875,102076.34375
243,17462,21.8853759765625,0,0,0,102078.15625,102076.1953125
243,18489,21.904067993164062,0,0,0,102077.25,102075.484375
243,19410,21.922760009765625,0,0,0,102075.0625,102077.03125
243,20435,21.93878173828125,0,0,0,102078.078125,102074.9765625
243,21461,21.954803466796875,0,0,0,102076.7578125,102076.7578125
243,22482,21.976165771484375,0,0,0,102077.2265625,102076.8125
243,23405,21.9921875,0,0,0,102077.828125,102076.71875
243,9171,21.217803955078125,0,0,0,100655.0,100655.9765625
243,10134,21.209793090820312,0,0,0,100657.265625,100656.3828125
243,11215,21.215133666992188,0,0,0,100652.28125,100655.7109375
243,12185,21.225814819335938,0,0,0,100655.28125,100653.1484375
243,13155,21.228485107421875,0,0,0,100656.015625,100657.0078125
243,14227,21.22314453125,0,0,0,100653.5546875,100654.3984375
243,15195,21.228485107421875,0,0,0,100655.8125,100655.53125
243,16168,21.23382568359375,0,0,0,100656.2109375,100654.5390625
243,17238,21.231155395507812,0,0,0,100656.1875,100654.453125
243,18207,21.228485107421875,0,0,0,100654.46875,100656.171875
243,19177,21.241836547851562,0,0,0,100655.078125,100655.9296875
243,20145,21.247177124023438,0,0,0,100652.2421875,100654.6953125
243,21218,21.257858276367188,0,0,0,100652.859375,100655.6484375
243,22188,21.252517700195312,0,0,0,100654.9453125,100654.546875
243,23161,21.249847412109375,0,0,0,100655.703125,100656.1171875
243,24234,21.25518798828125,0,0,0,100656.390625,100655.578125
243,25208,21.260528564453125,0,0,0,100656.3515625,100657.4453125
243,26179,21.263198852539062,0,0,0,100655.15625,100656.7890625
243,27154,21.263198852539062,0,0,0,100655.8515625,100654.578125
243,28228,21.273880004882812,0,0,0,100654.875,100657.3359375
243,29198,21.27655029296875,0,0,0,100655.8125,100656.21875
243,30168,21.279220581054688,0,0,0,100656.921875,100655.59375
243,31240,21.2872314453125,0,0,0,100656.546875,100655.65625
243,32208,21.284561157226562,0,0,0,100656.3046875,100655.875
243,33183,21.2872314453125,0,0,0,100655.1640625,100656.015625
243,34155,21.295242309570312,0,0,0,100655.7265625,100654.4921875
243,35230,21.292572021484375,0,0,0,100655.4921875,100657.0
243,36198,21.300582885742188,0,0,0,100654.2578125,100657.71875
243,37169,21.303253173828125,0,0,0,100657.109375,100656.2890625
243,38236,21.313934326171875,0,0,0,100654.9921875,100655.421875
243,39207,21.311264038085938,0,0,0,100658.125,100654.7578125
243,40178,21.31927490234375,0,0,0,100657.53125,100657.6953125
243,41246,21.324615478515625,0,0,0,100657.125,100655.21875
243,42215,21.324615478515625,0,0,0,100657.2734375,100654.375
243,43187,21.321945190429688,0,0,0,100655.984375,100656.90625
243,44156,21.343307495117188,0,0,0,100657.40625,100655.2734375
243,45228,21.34063720703125,0,0,0,100658.265625,100656.7109375
243,46203,21.351318359375,0,0,0,100654.6796875,100653.921875
243,47174,21.356658935546875,0,0,0,100656.984375,100655.4921875
243,48148,21.359329223632812,0,0,0,100657.390625,100655.9765625
243,49220,21.370010375976562,0,0,0,100656.8046875,100655.6171875
243,50193,21.3726806640625,0,0,0,100655.7265625,100656.03125
243,51163,21.375350952148438,0,0,0,100655.3671875,100655.359375
243,52238,21.38336181640625,0,0,0,100655.46875,100656.234375
243,53209,21.39404296875,0,0,0,100656.640625,100655.9375
243,54184,21.39404296875,0,0,0,100654.9765625,100656.4140625
243,55155,21.399383544921875,0,0,0,100656.7265625,100656.15625
243,56225,21.402053833007812,0,0,0,100656.2421875,100655.328125
243,57198,21.410064697265625,0,0,0,100657.5,100656.9453125
243,58168,21.412734985351562,0,0,0,100655.390625,100655.84375
243,59240,21.412734985351562,0,0,0,100655.734375,100656.8203125
243,60210,21.42608642578125,0,0,0,100655.9140625,100655.5078125
243,61180,21.42608642578125,0,0,0,100657.8203125,100657.375
243,62153,21.428756713867188,0,0,0,100656.3359375,100656.65625
243,63226,21.431427001953125,0,0,0,100653.765625,100655.421875
243,64197,21.439437866210938,0,0,0,100655.3828125,100656.6875
243,65173,21.452789306640625,0,0,0,100655.84375,100655.7265625
243,66243,21.450119018554688,0,0,0,100655.9140625,100655.9296875
243,67212,21.450119018554688,0,0,0,100656.8046875,100656.859375
243,68183,21.455459594726562,0,0,0,100653.984375,100656.4921875
243,69156,21.452789306640625,0,0,0,100657.8984375,100657.0546875
243,70228,21.452789306640625,0,0,0,100655.1796875,100657.015625
243,71203,21.46881103515625,0,0,0,100658.390625,100659.3046875
243,72173,21.471481323242188,0,0,0,100656.6484375,100658.2578125
243,73148,21.4794921875,0,0,0,100656.4765625,100655.828125
243,74218,21.482162475585938,0,0,0,100655.984375,100655.9453125
243,75192,21.487503051757812,0,0,0,100655.421875,100655.5859375
243,76164,21.492843627929688,0,0,0,100658.8046875,100656.375
243,77238,21.498184204101562,0,0,0,100655.8125,100656.7890625
243,78205,21.503524780273438,0,0,0,100657.421875,100656.7265625
243,79175,21.5008544921875,0,0,0,100656.203125,100657.1640625
243,80148,21.5008544921875,0,0,0,100655.7265625,100654.46875
243,81221,21.51153564453125,0,0,0,100655.828125,100657.8359375
243,82197,21.524887084960938,0,0,0,100657.7265625,100655.9609375
243,83170,21.524887084960938,0,0,0,100657.1953125,100656.828125
