header,program_time,unixEpoch,latitude,longitude,altitude,groundSpeed,heading
241,375638,1684527516,35.1242427,138.6309093,15518,7,18843380
241,377602,1684527517,35.124243,138.6309091,15489,31,18843380
241,378604,1684527518,35.1242438,138.630909,15492,25,18843380
241,379613,1684527519,35.1242441,138.6309088,15481,21,18843380
241,380621,1684527520,35.1242443,138.6309088,15488,34,18843380
241,381633,1684527521,35.1242441,138.6309089,15476,6,18843380
241,382640,1684527522,35.1242442,138.6309086,15425,29,18843380
241,383646,1684527523,35.1242442,138.6309085,15378,11,18843380
241,384664,1684527525,35.1242444,138.630908,15327,16,18843380
241,386644,1684527527,35.1242453,138.6309079,15216,1,18843380
241,388614,1684527528,35.1242455,138.630908,15233,4,18843380
241,389625,1684527529,35.1242456,138.6309082,15268,8,18843380
241,390632,1684527530,35.1242459,138.6309084,15316,3,18843380
241,391397,1684527531,35.124246,138.6309086,15341,20,18843380
241,392637,1684527532,35.1242462,138.6309088,15347,9,18843380
241,393642,1684527533,35.1242463,138.6309089,15342,22,18843380
241,394649,1684527534,35.1242462,138.6309092,15210,16,18843380
241,395656,1684527536,35.1242461,138.6309096,15102,22,18843380
241,397638,1684527537,35.1242462,138.6309097,15117,18,18843380
241,398640,1684527538,35.1242462,138.6309097,15181,16,18843380
241,399644,1684527540,35.1242459,138.6309104,15360,28,18843380
241,401600,1684527541,35.1242458,138.6309107,15469,10,18843380
241,402607,1684527542,35.1242459,138.6309108,15564,21,18843380
241,403607,1684527543,35.1242459,138.6309108,15608,13,18843380
241,404610,1684527544,35.1242457,138.6309107,15642,6,18843380
241,405617,1684527545,35.1242457,138.6309107,15679,12,18843380
241,406622,1684527546,35.1242455,138.6309107,15723,3,18843380
241,407625,1684527547,35.1242453,138.6309108,15754,15,18843380
241,408626,1684527548,35.1242453,138.6309109,15783,10,18843380
241,409628,1684527549,35.1242454,138.6309108,15781,5,18843380
241,410643,1684527550,35.1242451,138.6309108,15765,10,18843380
241,411656,1684527552,35.1242456,138.6309102,15781,29,18843380
241,413622,1684527553,35.1242454,138.6309098,15595,45,18843380
241,414632,1684527554,35.1242445,138.6309096,15446,2,18843380
241,415639,1684527556,35.1242425,138.6309088,15179,5,18843380
241,417604,1684527557,35.1242418,138.6309087,15103,9,18843380
241,418611,1684527558,35.1242412,138.6309088,15053,25,18843380
241,419619,1684527559,35.1242412,138.6309088,15050,11,18843380
241,420630,1684527560,35.124241,138.6309088,15002,10,18843380
241,421642,1684527561,35.1242406,138.6309088,14980,44,18843380
241,422652,1684527563,35.1242406,138.6309087,14937,9,18843380
241,424627,1684527564,35.1242411,138.6309086,14963,17,18843380
241,425636,1684527565,35.1242416,138.6309085,14959,6,18843380
241,426642,1684527566,35.1242418,138.6309084,14936,6,18843380
241,427647,1684527567,35.1242418,138.6309082,14940,11,18843380
241,428654,1684527568,35.1242418,138.6309081,14939,16,18843380
241,429662,1684527570,35.1242424,138.6309078,14909,13,18843380
241,431629,1684527571,35.1242436,138.6309077,14915,9,18843380
241,432636,1684527572,35.1242437,138.6309079,14896,30,18843380
241,433643,1684527574,35.1242441,138.6309079,14895,37,18843380
241,435598,1684527575,35.1242439,138.630908,14917,20,18843380
241,436606,1684527576,35.1242436,138.6309081,14862,16,18843380
241,437613,1684527577,35.1242433,138.6309081,14794,7,18843380
241,438617,1684527578,35.1242433,138.6309085,14794,25,18843380
241,439628,1684527580,35.1242432,138.6309088,14704,3,18843380
241,441587,1684527581,35.1242427,138.6309091,14668,29,18843380
241,442584,1684527582,35.124242,138.6309093,14633,18,18843380
241,443590,1684527583,35.1242417,138.6309094,14569,12,18843380
241,444596,1684527584,35.1242416,138.6309094,14534,7,18843380
241,445595,1684527585,35.1242415,138.6309094,14470,3,18843380
241,446601,1684527586,35.1242415,138.6309094,14444,6,18843380
241,447600,1684527587,35.1242414,138.6309095,14431,20,18843380
241,448607,1684527588,35.1242413,138.6309096,14412,7,18843380
241,449605,1684527589,35.1242413,138.6309096,14379,13,18843380
241,450603,1684527590,35.1242412,138.6309095,14348,9,18843380
241,451604,1684527591,35.1242412,138.6309095,14331,9,18843380
241,452607,1684527592,35.1242413,138.6309094,14323,16,18843380
241,453604,1684527593,35.1242414,138.6309095,14299,12,18843380
241,454604,1684527594,35.1242413,138.6309095,14269,9,18843380
241,455604,1684527595,35.1242412,138.6309095,14265,17,18843380
241,456604,1684527596,35.1242411,138.6309096,14269,17,18843380
241,457604,1684527597,35.1242412,138.6309095,14285,14,18843380
241,458606,1684527598,35.1242413,138.6309094,14288,29,18843380
241,459610,1684527599,35.1242415,138.6309093,14300,4,18843380
241,460616,1684527600,35.1242417,138.6309092,14296,3,18843380
241,461622,1684527601,35.1242418,138.6309091,14304,21,18843380
241,462628,1684527602,35.1242422,138.6309089,14299,31,18843380
241,463636,1684527604,35.1242427,138.6309086,14308,9,18843380
241,465604,1684527605,35.1242429,138.6309085,14315,12,18843380
241,466609,1684527606,35.1242426,138.6309084,14298,10,18843380
241,467615,1684527607,35.1242426,138.6309084,14320,7,18843380
241,468618,1684527608,35.1242428,138.6309083,14345,12,18843380
241,469629,1684527609,35.1242433,138.6309081,14375,10,18843380
241,470637,1684527610,35.1242439,138.6309077,14420,6,18843380
241,471645,1684527611,35.1242444,138.6309074,14464,2,18843380
241,472653,1684527612,35.1242449,138.6309071,14503,5,18843380
241,473662,1684527614,35.1242457,138.6309067,14594,8,18843380
241,475625,1684527615,35.1242461,138.6309064,14624,10,18843380
241,476626,1684527616,35.1242463,138.6309062,14660,16,18843380
241,477627,1684527617,35.1242466,138.6309061,14698,7,18843380
241,478629,1684527618,35.1242467,138.6309059,14710,18,18843380
241,479630,1684527619,35.1242466,138.6309058,14732,16,18843380
241,480636,1684527620,35.1242466,138.6309057,14737,20,18843380
241,481645,1684527621,35.1242465,138.6309055,14718,6,18843380
241,482654,1684527622,35.1242466,138.6309053,14670,15,18843380
241,483658,1684527624,35.1242469,138.6309045,14599,37,18843380
241,485615,1684527625,35.124247,138.6309041,14552,13,18843380
241,486626,1684527626,35.1242472,138.6309038,14513,9,18843380
241,487633,1684527627,35.1242474,138.6309034,14480,3,18843380
241,488647,1684527628,35.1242477,138.6309031,14443,2,18843380
241,489657,1684527630,35.1242481,138.6309025,14380,14,18843380
241,491639,1684527631,35.1242483,138.6309023,14377,18,18843380
241,492649,1684527632,35.1242485,138.6309021,14360,18,18843380
241,493656,1684527634,35.1242489,138.6309015,14291,4,18843380
241,495621,1684527635,35.124249,138.6309013,14272,5,18843380
241,496632,1684527636,35.1242492,138.630901,14275,11,18843380
241,497637,1684527637,35.1242493,138.6309008,14315,12,18843380
241,498641,1684527638,35.1242494,138.6309007,14337,3,18843380
241,499648,1684527639,35.1242495,138.6309005,14334,19,18843380
241,500656,1684527640,35.1242494,138.6309003,14303,12,18843380
241,501662,1684527642,35.1242496,138.6308998,14263,5,18843380
241,503625,1684527643,35.1242499,138.6308997,14260,33,18843380
241,504626,1684527644,35.1242502,138.6308995,14243,33,18843380
241,505638,1684527645,35.1242503,138.6308993,14233,18,18843380
241,506650,1684527646,35.1242504,138.6308992,14235,9,18843380
241,507665,1684527648,35.1242513,138.630899,14276,14,18843380
241,509643,1684527649,35.1242517,138.630899,14285,20,18843380
241,510652,1684527650,35.124252,138.6308989,14286,5,18843380
241,511668,1684527652,35.1242526,138.6308987,14268,3,18843380
241,513635,1684527654,35.124253,138.6308985,14249,3,18843380
241,515629,1684527655,35.1242532,138.6308984,14249,8,18843380
241,516653,1684527656,35.1242532,138.6308983,14248,4,18843380
241,517663,1684527658,35.1242538,138.6308981,14226,15,18843380
241,519638,1684527659,35.1242536,138.630898,14198,11,18843380
241,520655,1684527660,35.1242533,138.6308979,14169,8,18843380
241,521675,1684527662,35.1242528,138.6308978,14088,13,18843380
241,523652,1684527663,35.1242523,138.6308979,14025,16,18843380
241,524662,1684527664,35.1242519,138.6308979,13981,10,18843380
241,525668,1684527665,35.1242513,138.6308979,13929,11,18843380
241,526681,1684527667,35.1242499,138.6308978,13780,6,18843380
241,528661,1684527669,35.1242485,138.6308981,13675,75,18843380
241,530638,1684527670,35.1242476,138.6308985,13668,24,18843380
241,531661,1684527672,35.124246,138.630899,13571,19,18843380
