header,program_time,unixEpoch,latitude,longitude,altitude,groundSpeed,heading
241,8815,1683909791,0.0,0.0,4294950296,9999,536875904
241,8815,1683909792,0.0,0.0,4294950296,9999,536875904
241,9802,1683909793,0.0,0.0,4294950296,9999,536875904
241,10790,1683909794,0.0,0.0,4294950296,9999,536875904
241,11780,1683909795,0.0,0.0,4294950296,9999,536875904
241,12767,1683909796,0.0,0.0,4294950296,9999,536875904
241,13755,1683909797,0.0,0.0,4294950296,9999,536875904
241,14741,1683909798,0.0,0.0,4294950296,9999,536875904
241,15832,1683909799,0.0,0.0,4294950296,9999,536875904
241,16821,1683909800,0.0,0.0,4294950296,9999,536875904
241,17809,1683909801,0.0,0.0,4294950296,9999,536875904
241,18801,1683909802,0.0,0.0,4294950296,9999,536875904
241,19792,1683909803,0.0,0.0,4294950296,9999,536875904
241,20784,1683909804,0.0,0.0,4294950296,9999,536875904
241,21771,1683909805,0.0,0.0,4294950296,9999,536875904
241,22758,1683909806,0.0,0.0,4294950296,9999,536875904
241,23747,1683909807,0.0,0.0,4294950296,9999,536875904
241,24839,1683909808,0.0,0.0,4294950296,9999,536875904
241,25831,1683909809,0.0,0.0,4294950296,9999,536875904
241,26818,1683909810,35.1241226,138.6309585,14875,262465,536875904
241,27826,1683909811,35.1241137,138.6309548,15187,393510,536875904
241,28635,1683909812,35.1241123,138.6309541,15154,393510,536875904
241,7782,1683909825,35.1241091,138.6309551,14300,655581,536875904
241,8998,1683909826,35.1241079,138.6309544,14127,655581,536875904
241,9910,1683909827,35.1241071,138.6309537,13980,655581,536875904
241,10923,1683909828,35.1241066,138.6309532,13875,655581,536875904
241,11941,1683909829,35.1241065,138.6309542,13722,721111,536875904
241,12959,1683909830,35.1241064,138.6309547,13555,721111,536875904
241,13979,1683909831,35.1241062,138.6309552,13433,721111,536875904
241,15000,1683909832,35.124106,138.6309552,13306,721111,536875904
241,15924,1683909833,35.124106,138.6309554,13190,721111,536875904
241,16950,1683909834,35.1241061,138.6309558,13103,721111,536875904
241,17975,1683909835,35.1241063,138.6309559,13029,721111,536875904
241,19003,1683909836,35.1241064,138.630956,12973,721110,536875904
241,19922,1683909837,35.1241066,138.6309564,12923,721110,536875904
241,20948,1683909838,35.1241068,138.6309567,12860,721110,536875904
