header,quatW,quatX,quatY,quatZ,magX,magY,magZ
240,0.99853515625,0.0013427734375,-0.03533935546875,0.04046630859375,38.75,-136.5625,117.875
240,0.9986572265625,0.0003662109375,-0.0302734375,0.0421142578125,39.75,-136.5625,119.0625
240,0.9986572265625,0.00030517578125,-0.0281982421875,0.04339599609375,39.375,-135.875,119.875
240,0.99859619140625,-0.000244140625,-0.02947998046875,0.04400634765625,40.5625,-136.6875,118.25
240,0.9984130859375,-0.0003662109375,-0.03204345703125,0.04571533203125,40.5625,-136.1875,120.6875
240,0.99810791015625,-0.00042724609375,-0.03314208984375,0.05218505859375,40.75,-136.0625,118.875
240,0.99652099609375,0.06072998046875,0.022216796875,0.0531005859375,40.5625,-135.0625,116.75
240,0.99639892578125,0.0633544921875,0.0196533203125,0.052978515625,40.25,-135.5,118.5
240,0.996337890625,0.06378173828125,0.0196533203125,0.05291748046875,40.5625,-135.875,118.75
240,0.996337890625,0.06378173828125,0.0198974609375,0.05291748046875,40.5625,-135.1875,117.5625
240,0.99639892578125,0.0638427734375,0.019287109375,0.05291748046875,40.25,-135.875,117.375
240,0.99639892578125,0.06365966796875,0.02001953125,0.0528564453125,40.25,-135.5625,118.0625
240,0.9964599609375,0.06341552734375,0.01739501953125,0.05255126953125,39.6875,-134.75,117.75
240,0.99639892578125,0.06329345703125,0.01995849609375,0.052734375,40.5,-134.875,118.5
240,0.99639892578125,0.06329345703125,0.01995849609375,0.052734375,40.5,-135.25,118.875
240,0.99639892578125,0.06329345703125,0.01995849609375,0.052734375,39.6875,-135.5625,118.875
240,0.99639892578125,0.06329345703125,0.01995849609375,0.052734375,39.6875,-135.5625,118.1875
240,0.99639892578125,0.063232421875,0.020751953125,0.052734375,39.375,-135.5625,117.6875
240,0.99639892578125,0.06317138671875,0.0216064453125,0.05279541015625,39.375,-135.25,118.875
240,0.99639892578125,0.063232421875,0.02105712890625,0.05279541015625,39.6875,-135.5625,117.375
240,0.99639892578125,0.06317138671875,0.0216064453125,0.05279541015625,38.6875,-135.25,118.5625
240,0.99639892578125,0.06317138671875,0.021484375,0.05279541015625,39.6875,-135.5625,118.5625
240,0.99639892578125,0.06317138671875,0.02154541015625,0.05279541015625,39.6875,-136.375,118.6875
240,0.99639892578125,0.06317138671875,0.02154541015625,0.05279541015625,39.375,-135.5625,118.6875
240,0.996337890625,0.06304931640625,0.0238037109375,0.052978515625,39.375,-134.5625,117.5625
240,0.996337890625,0.06304931640625,0.0238037109375,0.052978515625,39.6875,-135.25,118.75
240,0.996337890625,0.06304931640625,0.0238037109375,0.052978515625,39.6875,-134.875,118.0625
240,0.99627685546875,0.0631103515625,0.02545166015625,0.0528564453125,39.375,-135.6875,118.0625
240,0.99627685546875,0.06304931640625,0.025634765625,0.0526123046875,39.375,-135.6875,118.875
240,0.99627685546875,0.06298828125,0.0264892578125,0.05267333984375,40.0625,-136.375,119.375
240,0.9962158203125,0.0628662109375,0.02886962890625,0.05255126953125,39.75,-135.25,119.25
240,0.9962158203125,0.0628662109375,0.02862548828125,0.052490234375,39.6875,-135.25,118.5
240,0.9962158203125,0.06292724609375,0.0283203125,0.052490234375,39.6875,-134.875,118.0625
240,0.9962158203125,0.06292724609375,0.02813720703125,0.052490234375,39.6875,-135.6875,117.75
240,0.9962158203125,0.06292724609375,0.02801513671875,0.052490234375,39.25,-134.875,119.0
240,0.9962158203125,0.06292724609375,0.0283203125,0.052490234375,38.875,-135.25,118.5625
240,0.9962158203125,0.06292724609375,0.0283203125,0.052490234375,39.25,-134.875,117.5
240,0.9962158203125,0.06292724609375,0.0283203125,0.052490234375,39.25,-136.0,117.75
240,0.9962158203125,0.06292724609375,0.028076171875,0.052490234375,39.6875,-134.875,117.75
240,0.9962158203125,0.06292724609375,0.028076171875,0.052490234375,39.6875,-135.6875,119.0
240,0.9962158203125,0.06292724609375,0.02801513671875,0.052490234375,39.6875,-135.6875,119.0
240,0.99627685546875,0.06292724609375,0.02783203125,0.05242919921875,39.6875,-135.25,118.25
240,0.99627685546875,0.06292724609375,0.02783203125,0.05242919921875,40.0625,-135.25,117.875
240,0.99627685546875,0.06292724609375,0.02783203125,0.05242919921875,39.6875,-135.25,118.375
240,0.99627685546875,0.06292724609375,0.02783203125,0.05242919921875,39.6875,-135.25,118.5
240,0.99627685546875,0.06292724609375,0.02789306640625,0.05242919921875,40.375,-135.25,120.0
240,0.99627685546875,0.06292724609375,0.0279541015625,0.052490234375,38.875,-135.6875,118.5
240,0.9962158203125,0.0628662109375,0.02880859375,0.052490234375,39.6875,-135.6875,118.5
240,0.9962158203125,0.0628662109375,0.02880859375,0.052490234375,39.25,-135.0,118.0625
240,0.9962158203125,0.0628662109375,0.02886962890625,0.052490234375,38.875,-135.6875,118.5625
240,0.9962158203125,0.0628662109375,0.02886962890625,0.052490234375,40.0625,-136.0,118.0625
240,0.9962158203125,0.0628662109375,0.02886962890625,0.052490234375,39.25,-135.6875,119.0
240,0.99615478515625,0.06280517578125,0.03009033203125,0.0526123046875,68.375,-230.5625,198.6875
240,0.99615478515625,0.06292724609375,0.02984619140625,0.05255126953125,69.1875,-231.25,197.5
240,0.99615478515625,0.06280517578125,0.03021240234375,0.05255126953125,68.375,-231.25,198.25
240,0.9962158203125,0.0628662109375,0.02984619140625,0.05255126953125,68.75,-231.25,197.1875
240,0.9962158203125,0.0628662109375,0.02978515625,0.052490234375,69.5625,-231.25,197.875
240,0.99615478515625,0.06268310546875,0.0303955078125,0.0528564453125,41.6875,-141.0,120.875
240,0.99615478515625,0.06207275390625,0.0318603515625,0.05340576171875,41.5,-139.0625,118.0625
240,0.9962158203125,0.0621337890625,0.02838134765625,0.05364990234375,40.75,-139.0625,118.875
240,0.9962158203125,0.062255859375,0.02716064453125,0.05377197265625,41.0625,-139.0625,119.25
240,0.9962158203125,0.062255859375,0.027587890625,0.05377197265625,41.0625,-139.5,119.6875
240,0.9962158203125,0.062255859375,0.02764892578125,0.05377197265625,40.0625,-139.875,119.25
240,0.99615478515625,0.0621337890625,0.029296875,0.05389404296875,41.875,-138.5,117.375
240,0.99615478515625,0.0621337890625,0.029296875,0.05389404296875,41.5,-138.75,119.6875
240,0.99615478515625,0.0621337890625,0.02972412109375,0.05389404296875,41.1875,-139.0625,119.375
240,0.99615478515625,0.0621337890625,0.02935791015625,0.05389404296875,41.0625,-138.75,118.5625
240,0.99615478515625,0.0621337890625,0.02935791015625,0.05389404296875,40.75,-139.1875,119.0625
240,0.99615478515625,0.0621337890625,0.02935791015625,0.05389404296875,40.75,-139.1875,118.25
