header,quatW,quatX,quatY,quatZ,magX,magY,magZ
240,0.9981689453125,0.0577392578125,0.0191650390625,0.00048828125,61.0625,-403.1875,179.75
240,0.9981689453125,0.0577392578125,0.0191650390625,0.00048828125,58.875,-403.1875,179.75
240,0.9981689453125,0.0577392578125,0.0191650390625,0.00048828125,60.0625,-403.5625,179.375
240,0.9981689453125,0.0577392578125,0.01776123046875,0.0003662109375,60.0625,-403.25,181.0
240,0.9981689453125,0.0577392578125,0.01776123046875,0.0003662109375,59.6875,-403.5625,179.875
240,0.9981689453125,0.05767822265625,0.01739501953125,0.0003662109375,60.75,-403.25,180.25
240,0.9981689453125,0.05810546875,0.0179443359375,0.00030517578125,59.25,-404.0,181.375
240,0.9981689453125,0.05810546875,0.0179443359375,0.00030517578125,58.875,-403.5625,179.5625
240,0.9981689453125,0.05810546875,0.01788330078125,0.00030517578125,60.375,-403.25,180.75
240,0.9981689453125,0.05810546875,0.0184326171875,0.0003662109375,60.75,-404.0,180.375
240,0.9981689453125,0.05810546875,0.0184326171875,0.0003662109375,59.25,-402.875,179.6875
240,0.9981689453125,0.05810546875,0.0184326171875,0.0003662109375,59.25,-403.25,180.0625
240,0.99810791015625,0.05810546875,0.01861572265625,0.0003662109375,59.25,-403.25,180.0625
240,0.99810791015625,0.05810546875,0.01861572265625,0.0003662109375,60.375,-403.25,179.375
240,0.99810791015625,0.05810546875,0.01861572265625,0.0003662109375,60.0625,-403.25,179.0
240,0.99810791015625,0.05804443359375,0.0186767578125,0.0003662109375,60.0625,-404.375,180.1875
240,0.99810791015625,0.0582275390625,0.018798828125,0.0003662109375,60.375,-403.0,181.0
240,0.99810791015625,0.0582275390625,0.018798828125,0.0003662109375,60.0625,-403.25,180.5625
240,0.99810791015625,0.0582275390625,0.018798828125,0.0003662109375,60.0625,-403.25,179.0625
240,0.99810791015625,0.0582275390625,0.018798828125,0.0003662109375,59.6875,-403.0,180.5625
240,0.99810791015625,0.0582275390625,0.01873779296875,0.0003662109375,59.6875,-402.5625,179.875
240,0.99810791015625,0.0582275390625,0.01885986328125,0.0003662109375,60.0625,-402.5625,181.0625
240,0.9981689453125,0.0582275390625,0.0177001953125,0.00030517578125,59.6875,-403.375,179.5625
240,0.9981689453125,0.0582275390625,0.01727294921875,0.00030517578125,60.375,-404.0625,180.75
240,0.99810791015625,0.05859375,0.0181884765625,0.00030517578125,59.6875,-403.375,181.0625
240,0.99810791015625,0.05859375,0.0181884765625,0.00030517578125,59.6875,-403.0,180.375
240,0.99810791015625,0.05859375,0.01824951171875,0.00030517578125,59.25,-403.0625,180.375
240,0.99810791015625,0.05859375,0.01824951171875,0.00030517578125,60.375,-402.6875,180.0625
240,0.99810791015625,0.05859375,0.01824951171875,0.00030517578125,60.0625,-403.375,179.75
240,0.99810791015625,0.05859375,0.01824951171875,0.00030517578125,58.875,-403.375,180.875
240,0.99810791015625,0.05859375,0.01824951171875,0.00030517578125,59.25,-403.75,180.1875
240,0.99810791015625,0.05859375,0.01824951171875,0.00030517578125,60.0625,-403.0625,181.25
240,0.99810791015625,0.05859375,0.01824951171875,0.00030517578125,60.0625,-403.375,180.5625
240,0.99810791015625,0.05859375,0.018310546875,0.00030517578125,59.0,-403.375,181.375
240,0.99810791015625,0.05865478515625,0.0179443359375,0.00030517578125,59.6875,-403.375,179.5
240,0.99810791015625,0.0587158203125,0.01751708984375,0.000244140625,59.6875,-403.5,179.875
240,0.99810791015625,0.0587158203125,0.01751708984375,0.000244140625,59.0,-403.0625,180.25
240,0.99810791015625,0.0587158203125,0.01763916015625,0.00030517578125,59.6875,-403.5,179.1875
240,0.99810791015625,0.0587158203125,0.017578125,0.000244140625,60.0625,-403.0625,179.875
240,0.99810791015625,0.0587158203125,0.01806640625,0.00030517578125,58.5625,-404.25,180.0
240,0.99810791015625,0.0587158203125,0.0184326171875,0.00030517578125,59.0,-402.75,179.5625
240,0.99810791015625,0.0587158203125,0.0184326171875,0.00030517578125,59.0,-403.5,179.5625
240,0.99810791015625,0.0587158203125,0.01806640625,0.00030517578125,59.6875,-403.0625,179.5625
240,0.99810791015625,0.0587158203125,0.018310546875,0.00030517578125,59.375,-403.5,180.0625
240,0.99810791015625,0.0587158203125,0.01824951171875,0.00030517578125,59.6875,-403.5,180.0
240,0.99810791015625,0.05865478515625,0.01824951171875,-6.103515625e-05,58.5625,-403.0625,180.5
240,0.99810791015625,0.05865478515625,0.01806640625,-6.103515625e-05,60.75,-403.5,180.0625
240,0.99810791015625,0.05865478515625,0.01788330078125,-0.0001220703125,59.375,-403.875,179.75
240,0.99810791015625,0.0589599609375,0.0179443359375,-6.103515625e-05,60.375,-403.5625,181.0
240,0.99810791015625,0.0589599609375,0.0179443359375,-6.103515625e-05,59.0,-403.5625,179.875
240,0.99810791015625,0.0589599609375,0.0179443359375,-6.103515625e-05,59.6875,-403.1875,181.0
240,0.99810791015625,0.0589599609375,0.0179443359375,-6.103515625e-05,59.375,-403.5625,180.25
240,0.99810791015625,0.0589599609375,0.01806640625,-6.103515625e-05,59.0,-402.875,181.0625
240,0.99810791015625,0.0589599609375,0.01806640625,-6.103515625e-05,60.75,-403.25,180.6875
240,0.99810791015625,0.0589599609375,0.01806640625,-6.103515625e-05,60.0625,-404.0,180.375
240,0.99810791015625,0.0589599609375,0.01806640625,-6.103515625e-05,58.5625,-402.875,180.75
240,0.99810791015625,0.0589599609375,0.01806640625,-6.103515625e-05,59.75,-403.5625,179.5625
240,0.99810791015625,0.0589599609375,0.01806640625,-6.103515625e-05,59.375,-403.25,180.75
240,0.99810791015625,0.0589599609375,0.01806640625,-6.103515625e-05,59.375,-403.25,181.25
240,0.99810791015625,0.0589599609375,0.01800537109375,-6.103515625e-05,59.75,-403.5625,180.875
240,0.99810791015625,0.0589599609375,0.01849365234375,-6.103515625e-05,59.75,-403.5625,180.5
240,0.99810791015625,0.0589599609375,0.018798828125,-6.103515625e-05,59.75,-403.25,178.5625
240,0.99810791015625,0.05889892578125,0.018798828125,-6.103515625e-05,59.75,-403.25,181.25
240,0.99810791015625,0.05902099609375,0.01873779296875,0.0,60.375,-403.5625,181.25
240,0.998046875,0.05914306640625,0.018798828125,0.0,59.375,-402.875,180.5
240,0.998046875,0.05908203125,0.01873779296875,0.0,59.75,-402.875,179.75
240,0.998046875,0.05914306640625,0.0186767578125,0.0,60.0625,-402.875,180.5
240,0.998046875,0.05914306640625,0.01971435546875,6.103515625e-05,58.5625,-402.875,181.6875
240,0.998046875,0.05914306640625,0.0196533203125,6.103515625e-05,59.0,-403.25,179.75
240,0.998046875,0.05914306640625,0.0196533203125,6.103515625e-05,59.0,-403.6875,180.5625
240,0.998046875,0.05914306640625,0.0196533203125,6.103515625e-05,59.375,-403.5625,181.25
240,0.998046875,0.05914306640625,0.0196533203125,6.103515625e-05,59.0,-404.0,180.5625
240,0.998046875,0.05914306640625,0.0196533203125,6.103515625e-05,59.75,-402.5625,180.5625
240,0.998046875,0.05914306640625,0.0196533203125,6.103515625e-05,59.0,-403.6875,179.5
240,0.998046875,0.05914306640625,0.01971435546875,6.103515625e-05,59.375,-402.5625,179.75
240,0.998046875,0.05914306640625,0.01971435546875,6.103515625e-05,59.375,-403.25,179.0625
240,0.998046875,0.05914306640625,0.0194091796875,0.0,59.75,-402.875,180.5625
240,0.998046875,0.05914306640625,0.01959228515625,6.103515625e-05,59.375,-404.0625,180.5625
240,0.998046875,0.05914306640625,0.01959228515625,6.103515625e-05,59.0,-403.25,181.0
240,0.998046875,0.05914306640625,0.01959228515625,6.103515625e-05,59.0,-404.0625,179.875
240,0.998046875,0.05914306640625,0.0205078125,6.103515625e-05,59.75,-404.0625,180.6875
240,0.998046875,0.05914306640625,0.0205078125,6.103515625e-05,59.75,-403.375,181.5
240,0.998046875,0.05914306640625,0.01947021484375,0.0,59.75,-403.75,180.375
240,0.998046875,0.05914306640625,0.01904296875,0.0,59.75,-403.0,180.75
240,0.99810791015625,0.05914306640625,0.017578125,-6.103515625e-05,59.0,-403.375,180.0625
240,0.99810791015625,0.05938720703125,0.01666259765625,-0.00018310546875,59.75,-403.375,180.0625
240,0.99810791015625,0.05926513671875,0.01678466796875,-0.00018310546875,60.5,-402.6875,180.0625
240,0.99810791015625,0.059326171875,0.016845703125,-0.00018310546875,59.0,-403.75,180.875
240,0.99810791015625,0.059326171875,0.0169677734375,-0.00018310546875,59.75,-403.75,180.0625
240,0.99810791015625,0.059326171875,0.01708984375,-0.00018310546875,59.0,-405.25,179.375
240,0.99810791015625,0.05926513671875,0.0172119140625,-0.000244140625,58.5625,-404.0625,180.5
240,0.99810791015625,0.05914306640625,0.0185546875,-0.000244140625,59.75,-403.375,181.25
240,0.99810791015625,0.05914306640625,0.0184326171875,-0.00018310546875,59.75,-403.75,180.5625
240,0.99810791015625,0.05914306640625,0.0184326171875,-0.000244140625,60.0625,-403.75,181.0
240,0.99810791015625,0.05914306640625,0.0184326171875,-0.000244140625,59.0,-403.375,180.5625
240,0.99810791015625,0.05914306640625,0.0184326171875,-0.00018310546875,60.0625,-403.75,180.25
240,0.99810791015625,0.05914306640625,0.0184326171875,-0.00018310546875,59.0,-403.375,179.875
240,0.998046875,0.05914306640625,0.01971435546875,-0.0001220703125,59.0,-403.75,182.1875
240,0.998046875,0.05914306640625,0.0186767578125,-0.00018310546875,60.5,-403.375,179.875
240,0.99810791015625,0.05914306640625,0.017822265625,-0.000244140625,59.75,-403.5,180.75
240,0.998046875,0.05926513671875,0.01824951171875,-0.000244140625,60.5,-403.375,180.75
240,0.998046875,0.05926513671875,0.01898193359375,-0.00030517578125,59.75,-403.875,180.375
240,0.998046875,0.0592041015625,0.01904296875,-0.0003662109375,58.6875,-403.0625,181.0625
240,0.99810791015625,0.0592041015625,0.01824951171875,-0.0003662109375,58.6875,-403.5,180.375
240,0.998046875,0.05963134765625,0.01837158203125,-0.00042724609375,59.375,-403.5,180.375
240,0.99798583984375,0.0595703125,0.0218505859375,-0.0001220703125,59.375,-403.875,181.1875
240,0.99798583984375,0.0595703125,0.0211181640625,-6.103515625e-05,59.0,-403.875,180.375
240,0.99798583984375,0.0595703125,0.02081298828125,-6.103515625e-05,59.0,-403.5,180.375
240,0.99798583984375,0.05963134765625,0.0205078125,-6.103515625e-05,59.75,-403.5,180.75
240,0.998046875,0.05963134765625,0.01971435546875,0.0,58.6875,-403.0625,180.75
240,0.99798583984375,0.05963134765625,0.020751953125,6.103515625e-05,59.0,-403.875,180.375
240,0.99798583984375,0.05963134765625,0.020751953125,6.103515625e-05,59.75,-403.0625,180.375
240,0.99798583984375,0.05963134765625,0.02166748046875,0.0001220703125,59.0,-403.5,180.375
240,0.99798583984375,0.05963134765625,0.0220947265625,0.0001220703125,59.375,-403.0625,179.6875
240,0.99798583984375,0.05963134765625,0.0216064453125,0.0001220703125,60.875,-403.0625,180.5
240,0.99798583984375,0.05963134765625,0.02105712890625,6.103515625e-05,59.75,-403.0625,179.6875
240,0.99798583984375,0.05975341796875,0.02142333984375,0.0001220703125,59.75,-403.5,180.375
240,0.99798583984375,0.0596923828125,0.02105712890625,0.0001220703125,59.0625,-403.0625,181.25
240,0.998046875,0.05950927734375,0.0201416015625,0.00018310546875,60.5,-404.25,180.5
240,0.99798583984375,0.05950927734375,0.02099609375,0.00030517578125,60.5,-403.875,180.5
240,0.99798583984375,0.05950927734375,0.02099609375,0.00030517578125,60.5,-402.75,180.875
240,0.99798583984375,0.05950927734375,0.02105712890625,0.00030517578125,59.0625,-403.5,180.0625
240,0.99798583984375,0.05950927734375,0.0211181640625,0.00030517578125,59.375,-403.1875,180.875
240,0.99798583984375,0.05950927734375,0.0208740234375,0.00030517578125,60.0625,-403.1875,179.75
240,0.99798583984375,0.05950927734375,0.0208740234375,0.00030517578125,59.0625,-402.75,181.75
240,0.99798583984375,0.05950927734375,0.0208740234375,0.00030517578125,60.5,-403.1875,180.5625
240,0.99798583984375,0.05950927734375,0.0208740234375,0.00030517578125,60.0625,-403.5625,180.1875
240,0.99798583984375,0.05950927734375,0.0208740234375,0.00030517578125,59.375,-403.875,179.375
240,0.99798583984375,0.05950927734375,0.0208740234375,0.00030517578125,59.0625,-403.5625,180.5625
240,0.99798583984375,0.05950927734375,0.02069091796875,0.000244140625,59.75,-403.875,181.75
240,0.99798583984375,0.05950927734375,0.02069091796875,0.000244140625,59.75,-403.5625,179.75
240,0.99798583984375,0.05950927734375,0.02069091796875,0.000244140625,59.0625,-403.1875,181.375
240,0.998046875,0.0595703125,0.020263671875,0.00030517578125,59.0625,-403.875,181.0625
240,0.998046875,0.0595703125,0.02008056640625,0.00030517578125,60.0625,-403.5625,180.75
240,0.998046875,0.0595703125,0.02008056640625,0.00030517578125,58.6875,-403.875,179.5
240,0.998046875,0.0595703125,0.02032470703125,0.00030517578125,59.375,-403.875,179.0625
240,0.99798583984375,0.0595703125,0.02044677734375,0.00030517578125,59.0625,-402.875,180.75
240,0.99798583984375,0.0595703125,0.0206298828125,0.0003662109375,59.75,-403.1875,181.0625
240,0.99798583984375,0.0595703125,0.0206298828125,0.0003662109375,59.0625,-403.5625,180.6875
240,0.99798583984375,0.0595703125,0.0206298828125,0.0003662109375,59.0625,-404.25,179.875
240,0.99798583984375,0.0595703125,0.0206298828125,0.0003662109375,60.0625,-403.5625,179.5
240,0.99798583984375,0.0595703125,0.0213623046875,0.0003662109375,60.0625,-403.875,180.5625
240,0.99798583984375,0.0595703125,0.0216064453125,0.00042724609375,59.75,-403.5625,179.375
240,0.99798583984375,0.0595703125,0.02142333984375,0.0003662109375,59.75,-404.25,179.0625
240,0.99798583984375,0.0595703125,0.02264404296875,0.00048828125,59.0625,-403.5625,180.25
240,0.9979248046875,0.0595703125,0.02386474609375,0.00054931640625,59.0625,-403.875,180.6875
240,0.9979248046875,0.0595703125,0.02386474609375,0.00054931640625,58.6875,-402.5,179.5625
240,0.9979248046875,0.0595703125,0.02386474609375,0.00054931640625,60.5,-403.1875,180.25
240,0.9979248046875,0.0595703125,0.02386474609375,0.00054931640625,58.6875,-404.25,179.875
240,0.9979248046875,0.0595703125,0.02386474609375,0.00054931640625,59.75,-403.5625,180.6875
240,0.9979248046875,0.0595703125,0.02386474609375,0.00054931640625,60.0625,-404.25,179.375
240,0.9979248046875,0.0595703125,0.02386474609375,0.00054931640625,59.375,-403.875,181.0
240,0.9979248046875,0.0595703125,0.02386474609375,0.00054931640625,59.75,-403.1875,181.375
240,0.9979248046875,0.0595703125,0.02386474609375,0.00054931640625,60.5,-403.1875,180.1875
240,0.9979248046875,0.0595703125,0.02398681640625,0.00054931640625,59.0625,-404.25,180.1875
240,0.9979248046875,0.0595703125,0.02471923828125,0.0006103515625,59.375,-403.875,180.1875
240,0.9979248046875,0.0595703125,0.02471923828125,0.0006103515625,60.0625,-404.25,179.375
240,0.9979248046875,0.0595703125,0.0247802734375,0.0006103515625,59.75,-403.1875,180.0625
240,0.9979248046875,0.0595703125,0.02459716796875,0.00054931640625,59.375,-403.875,180.0625
240,0.9979248046875,0.0595703125,0.02337646484375,0.00048828125,60.5,-403.5,181.25
240,0.9979248046875,0.0595703125,0.023681640625,0.00054931640625,59.375,-404.25,180.875
240,0.9979248046875,0.0595703125,0.0234375,0.00048828125,60.0625,-404.25,179.25
240,0.9979248046875,0.0595703125,0.0234375,0.00048828125,59.375,-403.5,180.875
240,0.997802734375,0.06134033203125,0.02545166015625,0.0006103515625,35.0625,-244.0625,109.5625
240,0.99786376953125,0.06011962890625,0.02447509765625,0.00067138671875,36.1875,-242.5625,108.375
240,0.99786376953125,0.0599365234375,0.02685546875,0.00091552734375,35.875,-243.6875,108.0625
240,0.99786376953125,0.0599365234375,0.02685546875,0.00091552734375,35.875,-243.75,109.1875
240,0.997802734375,0.0599365234375,0.0272216796875,0.00091552734375,36.5625,-243.75,107.6875
240,0.99786376953125,0.05975341796875,0.025634765625,0.00103759765625,59.75,-403.875,182.0625
240,0.9979248046875,0.059814453125,0.0242919921875,0.0010986328125,59.375,-403.5625,180.5625
240,0.9979248046875,0.059814453125,0.02349853515625,0.00115966796875,59.375,-403.875,180.25
240,0.9979248046875,0.059814453125,0.02313232421875,0.00115966796875,58.6875,-402.75,179.875
240,0.998046875,0.05963134765625,0.0198974609375,0.0013427734375,58.25,-403.875,180.6875
240,0.998046875,0.0595703125,0.019775390625,0.0013427734375,59.75,-404.6875,179.1875
240,0.998046875,0.0595703125,0.019775390625,0.0013427734375,59.375,-403.5625,180.0
240,0.998046875,0.0595703125,0.01934814453125,0.0013427734375,59.75,-403.5625,181.5
240,0.998046875,0.059326171875,0.01910400390625,0.00140380859375,59.75,-403.5625,180.75
240,0.998046875,0.0592041015625,0.01837158203125,0.00140380859375,59.0625,-403.875,180.75
240,0.99810791015625,0.05926513671875,0.0169677734375,0.0013427734375,59.375,-403.5625,180.75
240,0.99810791015625,0.0592041015625,0.01708984375,0.0013427734375,60.0625,-403.25,181.1875
240,0.99810791015625,0.05926513671875,0.01708984375,0.0013427734375,58.6875,-404.0,178.875
240,0.99810791015625,0.05926513671875,0.01708984375,0.0013427734375,60.0625,-403.25,181.5625
240,0.99810791015625,0.05926513671875,0.01702880859375,0.0013427734375,59.0625,-403.25,180.0625
240,0.99810791015625,0.05926513671875,0.01702880859375,0.00146484375,59.75,-404.0,180.0625
240,0.99810791015625,0.05908203125,0.017333984375,0.00146484375,59.75,-402.875,180.0625
240,0.99810791015625,0.05914306640625,0.01739501953125,0.00146484375,59.375,-404.0,179.75
240,0.99810791015625,0.05914306640625,0.01739501953125,0.00146484375,60.0625,-403.5625,182.375
240,0.99810791015625,0.05914306640625,0.01739501953125,0.00146484375,59.75,-403.5625,182.0
240,0.99810791015625,0.05914306640625,0.01739501953125,0.00146484375,59.75,-404.0,180.875
240,0.99810791015625,0.05914306640625,0.01739501953125,0.00146484375,59.75,-404.0,180.0625
240,0.99810791015625,0.05914306640625,0.01739501953125,0.00146484375,59.0625,-404.375,180.0625
240,0.99810791015625,0.05914306640625,0.01739501953125,0.00146484375,59.0625,-403.25,179.75
240,0.99810791015625,0.05914306640625,0.01739501953125,0.00146484375,59.0625,-403.6875,181.0
240,0.99810791015625,0.05914306640625,0.01739501953125,0.00146484375,59.0625,-403.5625,179.75
240,0.99810791015625,0.05914306640625,0.01727294921875,0.00146484375,59.75,-402.5625,181.375
240,0.99810791015625,0.05914306640625,0.01641845703125,0.00140380859375,58.6875,-403.25,181.75
240,0.99810791015625,0.05914306640625,0.016845703125,0.00140380859375,59.75,-403.25,180.5625
240,0.99810791015625,0.05938720703125,0.01690673828125,0.00140380859375,59.0625,-403.6875,180.25
240,0.998046875,0.059814453125,0.017578125,0.00140380859375,59.375,-404.0625,180.6875
240,0.998046875,0.05975341796875,0.01739501953125,0.00140380859375,59.75,-402.875,180.6875
240,0.998046875,0.05975341796875,0.01751708984375,0.00140380859375,59.75,-403.6875,181.0625
240,0.998046875,0.05975341796875,0.01666259765625,0.0013427734375,59.375,-403.6875,179.5625
240,0.99798583984375,0.06005859375,0.0194091796875,0.00146484375,60.0625,-403.25,180.6875
240,0.99798583984375,0.06005859375,0.01971435546875,0.00152587890625,59.375,-402.875,180.6875
240,0.99798583984375,0.05999755859375,0.02001953125,0.00152587890625,59.0625,-403.6875,179.875
240,0.99798583984375,0.05999755859375,0.02001953125,0.00152587890625,59.0625,-402.875,181.5
240,0.99798583984375,0.05999755859375,0.02001953125,0.00152587890625,60.5,-403.6875,180.375
240,0.99798583984375,0.05999755859375,0.02001953125,0.00152587890625,59.375,-403.0,179.5625
240,0.998046875,0.06005859375,0.018798828125,0.00146484375,59.0625,-403.6875,180.0
240,0.998046875,0.06005859375,0.01873779296875,0.00146484375,58.6875,-404.0625,180.375
240,0.998046875,0.06005859375,0.01861572265625,0.00146484375,59.75,-404.0625,179.6875
240,0.998046875,0.06005859375,0.01861572265625,0.00146484375,59.0625,-403.375,180.875
240,0.998046875,0.06005859375,0.01861572265625,0.00146484375,60.1875,-403.75,181.25
240,0.998046875,0.06005859375,0.018310546875,0.00140380859375,59.75,-404.0625,180.875
240,0.998046875,0.06005859375,0.018310546875,0.00140380859375,59.375,-403.375,181.6875
240,0.998046875,0.06005859375,0.0172119140625,0.0013427734375,60.1875,-403.75,180.875
240,0.998046875,0.06005859375,0.0172119140625,0.0013427734375,60.1875,-403.375,180.0625
240,0.998046875,0.06005859375,0.0172119140625,0.0013427734375,59.0625,-403.75,181.25
240,0.998046875,0.06005859375,0.01702880859375,0.0013427734375,59.0625,-403.75,181.0
240,0.998046875,0.06005859375,0.01702880859375,0.0013427734375,60.1875,-403.75,179.0625
240,0.998046875,0.06005859375,0.01702880859375,0.0013427734375,59.75,-403.0625,181.0
240,0.998046875,0.06005859375,0.01702880859375,0.0013427734375,58.6875,-404.0625,180.5625
240,0.998046875,0.06005859375,0.01702880859375,0.0013427734375,59.375,-403.75,180.25
240,0.998046875,0.06005859375,0.01763916015625,0.00140380859375,59.75,-403.0625,181.375
240,0.998046875,0.06005859375,0.01788330078125,0.00140380859375,60.1875,-403.375,180.6875
240,0.998046875,0.06005859375,0.01788330078125,0.00140380859375,59.375,-403.75,180.25
240,0.998046875,0.06005859375,0.01788330078125,0.00140380859375,59.75,-403.375,180.6875
240,0.998046875,0.06005859375,0.01788330078125,0.00140380859375,60.1875,-403.375,180.375
240,0.998046875,0.06005859375,0.01788330078125,0.00140380859375,59.75,-404.1875,180.0
240,0.998046875,0.06005859375,0.01788330078125,0.00140380859375,59.75,-403.375,181.5
